,Krieger  GmbH,Kozinak zemesrieksti,Kozinak peanut,100g,12.00,,4740299000980
,Krieger  GmbH,Kozinak saulespuķu sēklas,Kozinak sunflower seeds,100g,12.00,,4740299000942
,,SAULESPUĶU SĒKLAS,SUNFLOWER SEEDS,"Weight, KG","Price, DKK",,Ean CODE
,BABKINY,Ceptas saulespuķu sēklas,Fried sunflower seeds,500g,,,
,BARIN,Saulespuķu sēkliņas apceptas,Fried sunflower seeds,280g,,,
,BARIN,Saulespuķu sēkliņas apceptas sālītas,"Sunflower seeds (roasted, salted)",280g,,,
,VOT TAKIJE,Melnas ceptas saul. sēklas ar sāli,Black baked in the sun seeds with salt,100g,,,
,VOT TAKIJE,Melnas ceptas saul. sēklas ar sāli,Black baked in the sun seeds with salt,290g,40.00,,
,VOT TAKIJE,Melnas ceptas saulespuķu sēklas,Black fried sunflower seeds,100g,15.00,,
,VOT TAKIJE,Melnas ceptas saulespuķu sēklas,Black fried sunflower seeds,290g,40.00,,
,,POPKORNS,POPKORN,"Weight, KG","Price, DKK",,Ean CODE
,BLOCKBUSTER,Popkorns ar čedaras siera garšu,Popcorn with cheddar cheese flavor,99g,10.00,,4607030830780
,BLOCKBUSTER,Popkorns ar iebiez. piena garšu,Popcorn with condenced milk flavor,99g,10.00,,4607099091689
,ESTRELLA,Micropopcorn ar sviesta garšu,Micropopcorn with butter flavor,90g,10.00,,7310532160442
,ESTRELLA,Micropopcorn Saldais,Micropopcorn Sweet,90g,10.00,,4479028343166
,,HALVA,HALVA,"Weight, KG","Price, DKK",,Ean CODE
,BONA DEA,Saulespuķu sēklu halva,Sunflower seed halva,170g,,,
,BONA DEA,Zemesriekstu halva,Peanut halva,170g,,,
,,FRESH CAKE,FRESH CAKE,"Weight, KG","Price, DKK",,Ean CODE
,STABURADZE,Citronu kūciņas “Vēsma” (4x45g),Lemon cakes “Vēsma” (4x45g),180g,,,
,STABURADZE,Kūciņas ''Cielaviņa'' 6 gab.,Cakes “Cielaviņa” 6 pcs.,150g,,,
,STABURADZE,Mellenīte kūka,Blueberry cake,500g,,,
,STABURADZE,Selgas cepumu kūka ar šokolādi,“Selga” biscuit cake with chocolate,550g,,,
,STABURADZE,Skudru pūznīši ar dzērveņu pild.,,300g,,,
,STABURADZE,Skudru pūznīši kūciņas 6 gab.,,300g,,,
,STABURADZE,Tiramisu kūka,Cake “Toramisu”,400g,,,
,STABURADZE,Vēja pikas ar biezpienu,Wind clumps with curd,200g,,,
,STABURADZE,Vēja pikas ar kondens.pienu,Wind clumps with condensed milk,200g,,,
,GLOCERY,,,,,,
,,ZUPA,SOUPS,"Weight, KG","Price, DKK",,Ean CODE
,ALMAS TANTE,Zupa RASOĻŅIK,RASOLNIK soup,500g,?,,4751001630241
,ALMAS TANTE,Zirnu zupa,Peas soup,500g,16.00,,4751001630463
,ALMAS TANTE,Borscs skabu kapostu,,500g,16.00,,4751001630289
,ALMAS TANTE,Harčo zupa,,500g,16.00,,4751001630272
,ALMAS TANTE,Solanka darzenu,,500g,16.00,,4751001630258
,DELIKA,Zupa RASOĻŅIK,RASOLNIK soup,480g,25.00,,4770583215639
,DELIKA,Zupa GULAŠA,GULASH soup,480g,25.00,,4770583215585
NEW PRODUCT,DELIKA,Zupa zirnu ar kūpinatu cukas krūtinu,Peas soup with smoked breast of pork,480g,20.00,,4770583215677
NEW PRODUCT,DELIKA,Borščs ar baravikam,Borsch with mushrooms,480g,24.00,,4770583215615
,KOK,Zupa konservēta HARČO,HARČO soup,500g,16.00,,4751010860134
,KOK,Zupa konservēta PUPIŅU,Beans soup,500g,?,,4751010860622
,KOK,Zupa konservēta RASOĻŅIK,RASOLNIK soup,500g,22.00,,4751010860080
,KOK,Zupa konservēta SOĻANKA,Sauerkraut soup,480g,?,,4751010860097
,KOK,Zupa konservēta ZIRŅU,Peas soup,500g,16.00,,4751010860615
,SPILVA,Zupa aukstā VASARA,Cold soup “Summer”,580g,24.00,,4750022142047
,SPILVA,Zupa konservēta Harčo,HARČO soup,580g,25.00,,4750022148049
,SPILVA,Zupa konservēta Solanka,Sauerkraut soup,580g,30.00,,4750022146045
,,IELEJ ZUPAS / PASTA / KARTUPEĻU PULVERIS,POURED SOUPS/ PASTA/ POTATOE POWDER,"Weight, KG","Price, DKK",,Ean CODE
,Maggi,Kartupelu biezputra ar dillem un sviesta garšu “5minutes”,Potato puree,35g,5.00,,7613032210526
,Maggi,Kartupelu biezputra ar krejumu “5minutes”,Potato puree,35g,5.00,,7613032210205
,,GRIKI,BUCKWHEAT,"Weight, KG","Price, DKK",,Ean CODE
,DOBELES DZIRNAVNIEKS,Griķi,Buckwheat,1 kg,25.00,,4750020030414
,OMA,Griķi,Buckwheat,1 kg,,,
,OMA,Griķi (4x125g),Buckwheat (4x125g),500g,,,
,Voldemars,Griki VALDO,Buckwheat (4x125g),500g,20.00,,?
,Voldemars,Griki VALDO,"Buckwheat ""Valdo""",1kg,29.00,,4750133000106
,,KAZAS/ PUTRAIMI,GOATS/ GROATS,"Weight, KG","Price, DKK",,Ean CODE
,DOBELES DZIRNAVNIEKS,Manna,Manna,1 kg,16.00,,4750020020132
,Valdo,Manna,Manna,1kg,?,,4750133060100
,OMA,Manna,Manna,1 kg,,,
,OMA,Miežu putraimi,Barley groats,1 kg,12.00,,4751014930031
,DOBELES DZIRNAVNIEKS,Miežu putraimi,Barley groats,1kg,10.00,,4750020030315
,OMA,Prosa,Millet,1 kg,,,
,,ZIRNIE,PEAS,"Weight, KG","Price, DKK",,Ean CODE
,OMA,Zirņie šķeltie,Peas (broken),1 kg,,,
,,PARSLAS/ AUZU PARSLU BIEZPUTRA,FLAKES/ OATMEAL,"Weight, KG","Price, DKK",,Ean CODE
,HERKULES,5 graudu pārslas,5 grains cereals,500g,19.00,,4750121812032
,HERKULES,Atri vārāmās auzu pārslas,Instant oatmeal flakes,450g,15.00,,4750121112231
,HERKULES,Griķu pārslas,Buckwheat flakes,500g,30.00,,4750121692030
,HERKULES,Pilngraudu auzu pārslas,Whole grain oatsmeal,500g,15.00,,4750121102034
,HERKULES,Pilngraudu auzu pārslas,Whole grain oatsmeal,"1,5kg",30.00,,4750121154149
,HERKULES,Pilngraudu auzu pārslas,Whole grain oatsmeal,450g,10.00,,4750121122254
,HERKULES,Auzu pārslu biezputra ar mellenēm (6x35g),Oatmeal porridge with blueberries (6x35g),210g,28.00,,4750121111135
,HERKULES,Auzu pārslu biezputra ar mellenēm,Oatmeal porridge with blueberries,35g,6.00,,4750121117564
,HERKULES,Auzu pārslu biezputra ar persikiem (6x35g),Oatmeal porridge with peaches (6x35g),210g,28.00,,4750121111104
,HERKULES,Auzu pārslas biezputra ar kiršiem,Oatmeal porridge with cherries,35g,6.00,,4750121117557
,HERKULES,Auzu pārslas biezputra ar meža ogam,Oatmeal porridge with wild berries,35g,6.00,,4750121117595
,HERKULESS,Ātri pagatavojamā auzu pārslu biezputra ar ķiršu gabaliņiem,Instant oatmeal porridge with cherry pieces,35g,6.00,,
,HERKULESS,Ātri pagatavojamā auzu pārslu biezputra ar meža ogu gabaliņie,Instant oatmeal porridge with pieces of forest berries,35g,6.00,,
,KUNCEVO,Auzu pārslas aprikožu Minutka,Oatmeal with apricot “Minutka”,185g,,,
,KUNCEVO,Auzu pārslas ķiršu Minutka,Oatmeal with cherry “Minutka”,185g,?,,4601159072984
,KUNCEVO,Auzu pārslas zemeņu Minutka,Oatmeal with strawberry “Minutka”,185g,?,,4601159072977
,,KEČUPS/ MERCES,KETCHUP/ SAUCE,"Weight, KG","Price, DKK",,Ean CODE
,NARŠARAB,Granātābolu mērce,Pomegranate sauce,330g,,,
,SPILVA,Kečups bērniem,Ketchup “Children”,330g,?,,4750022016805
,SPILVA,Kečups Klasiskais,Ketchup “Classic”,330g,20.00,,4750022000804
,SPILVA,Šašliku tomatu merce,Shashlik tomato sauce,510g,20.00,,4750022012111
,SPILVA,Steika merce,Steak sauce,310g,20.00,,4750022094254
,,SINEPES/MARRUTKI,MUSTARD/ HORSERADISH,"Weight, KG","Price, DKK",,Ean CODE
,ALMAS TANTE,Sinepes Krievu,Russian mustard,200g,?,,4751001630333
,SPILVA,Sinepes Krievu,Russian mustard,140g,?,,4750022171283
,SPILVA,Sinepes Franču,French mustard,200g,?,,4750022174239
,SPILVA,Sinepes Klasiskas,Mustard Classic,220g,16.00,,4750022170231
,SPILVA,Sinepes Klasiskas,Mustard Classic,140g,12.00,,4750022170286
,SPILVA,Sinepes Krievu,Mustard Russian,140g,12.00,,4750022171283
,SPILVA,Mārrutki klasiskie,Horseradish classic,140g,12.00,,4750022172280
,,ELLA,OIL,"Weight, KG","Price, DKK",,Ean CODE
,DARI KUBANI,Saulespuķu eļļa,Sunflower oil,650ml,22.00,,
,SOLNEČNAJA DOĻINA,Saulespuķu eļļa,Sunflower oil,1 L,,,
,,ETIKIS,VINEGAR,"Weight, KG","Price, DKK",,Ean CODE
,ALMAS TANTE,"Etikis, 9% galda","Vinegar, 9%",500ml,8.00,,4751001630012
,ALMAS TANTE,Partikas etika esence 70%,"Vinegar, 70%",300ml,19.00,,4751001630029
,,MILTI,FLOUR,"Weight, KG","Price, DKK",,Ean CODE
,DOBELES DZIRNAVNIEKS,Maisījums PANKŪKAS PLĀNĀS,Mixture PANKŪKAS PLĀNĀS (for pancakes),400g,15.00,,
,DOBELES DZIRNAVNIEKS,Maisījums PANKŪKAS RAUGA,Mixture PANCAKES YEAST,500g,15.00,,
,,SALS,SALT,"Weight, KG","Price, DKK",,Ean CODE
,ARTIOMSOL,"Galda sals, rupjais",Salt,1 kg,7.00,,4820002270012
,ARTIOMSOL,"Galda sals ar jodu, rupjais",Salt with iodine,1 kg,8.00,,4820002270128
,ARTIOMSOL,Sals,Salt,1 kg,8.00,,4771323250088
,,PULVERIS,POWDER,"Weight, KG","Price, DKK",,Ean CODE
,Aloja,Kartupelu ciete,Potato starch,400g,15.00,,4750073221142
,DOBELES DZIRNAVNIEKS,Planas pankūkas,Thin pankace mix,400g,12.00,,4750020040130
,DOBELES DZIRNAVNIEKS,Rauga pankūkas,Yeast pancake mix,508g,15.00,,4750020040314
,DOBELES DZIRNAVNIEKS,Šokolades kekss,Chocolate cake mix,450g,12.00,,4750020040451
,DOBELES DZIRNAVNIEKS,Iecienitas pankūkas,Favourite thick pancake mix,400g,12.00,,4750020040116
,DOBELES DZIRNAVNIEKS,Majas kekss,Home cake mix,450g,12.00,,4750020040437
,Baš. Sod. Komp,Soda dzerama,Drinking soda,500g,15.00,,4771323251115
,,TAUPA,CONSERVES,"Weight, KG","Price, DKK",,Ean CODE
,GOSPODAROČKA,Ikri baklažānu,Eggplant caviar,475g,25.00,,
,GOSPODAROČKA,Ikri kabaču,Zucchini caviar,475g,25.00,,48200247911465
,KRONIS,Lečo dārzeņu,Leco vegetables,460g,,,
,KRONIS,Lečo pupiņu,Leco beans,440g,20.00,,4750211610418
,KRONIS,Lečo sēņu,Leco mushroom,440g,22.00,,4750211660819
,Saldus galas kombinats,Vistas škinkis,Chicken ham,250g,15.00,,4750398920980
,,PELEKIE ZIRNI,GRAY PEAS,"Weight, KG","Price, DKK",,Ean CODE
,KRONIS,Pelēkie zirņi ar cūku taukiem,Grey peas with pig fat,460g,22.00,,4750211790417
,SPILVA,Pelēkie zirņi cūku taukos,Grey peas with pig fat,570g,26.00,,4750022186102
,ALMAS TANTE,Pelēkie zirņi cūku taukos,Grey peas with pig fat,500g,25.00,,4751001630449
,Milda,Pelēkie zirņi cūku taukiem,Grey peas with pig fat,520g,20.00,,4750097001317
,Dimdini,Pelekie zirni variti,Boiled grey peas,400g,14.00,,4751001620969
,,,,,,,
,Dimdini,Varitas pupinas,Bolied beans,300g,14.00,,4751001620976
,,SKABENES,SORREL,"Weight, KG","Price, DKK",,Ean CODE
,SPILVA,Skabenes,Sorrel,530g,22.00,,4750022150103
,,SALATI,SALADS,"Weight, KG","Price, DKK",,Ean CODE
,ZELTA SAULE,Salāti Čigānu Gaume,Salad “Gypsy”,900g,20.00,,4750259015558
,ZELTA SAULE,Salāti Grieķu,Greek salad,900g,20.00,,
,DIMDINI,PIKNIKA SALATI. Korean salat,Korean carrots salad,500g,29.00,,4751001621522
,DIMDINI,PIKNIKA SALATI. Bietes salat,Beets salad,500g,29.00,,4751001621386
,,FOOD STIKLA,FOOD IN GLASS,"Weight, KG","Price, DKK",,Ean CODE
,SPILVA,Plovs,Pilaf,520g,25.00,,4750022144041
,ALMAS TANTE,Plovs ar žavetu galu,Pilaf with dried beef,500g,25.00,,4751001630579
,,MARINETA GURKUS,MARINATED CUCUMBERS,"Weight, KG","Price, DKK",,Ean CODE
,Delika,"Marineti gurki (pikanti, veseli, saldskabi)","Pickles (spicy, healthy, sweet and sour)",660g (330g),19.00,,4770583215547
,Almas tantes ,Marineti gurki,Pickles,3000g,55.00,,4751001630098
,KRONIS,Gurķi marinēti ar saldinataju,Marinated cucumbers,680g,20.00,,4750211031213
,SPILVA,Gurķi marinēti asie (6-9cm),Marinated cucumbers (6-9cm),670g,25.00,,4750022074126
,SPILVA,Gurķi marinēti asie (6-9cm),Marinated cucumbers (6-9cm),330g,15.00,,4750022074072
,SPILVA,Gurķīši marinēti (3-6cm),Marinated cucumbers (3-6cm),670g (360g),25.00,,4750022074102
,SPILVA,Latvijas lauku gurķi,Latvian countryside cucumber,"1,6kg",50.00,,4750022074270
,SPILVA,Pipargurķīši asie,Chilli cucumbers,370ml,,,
,,MARINETA TOMATUS,MARINATED TOMATOES,"Weight, KG","Price, DKK",,Ean CODE
,ALMAS TANTE,Tomati želeja,Tomatoes in jelly,500g,16.00,,4751001630319
,Taste Land,Tomati sava sula,Tomatoes in own juice,660g (330g),16.00,,4771459047439
,,VARITAS BIETES,BOILED BEETS,"Weight, KG","Price, DKK",,Ean code
,Dimdini,Varitas rivetas bietes,Boiled grated beets,350g,?,,4751001621768
,,MATINETA BIETES,BEETROOT,"Weight, KG","Price, DKK",,Ean CODE
,SPILVA,Bietes ar kimenem,Beets with caraway,570g (330g),18.00,,4750022077103
,SPILVA,Bietes Klasiskas,Beets classic,570g (330g),18.00,,4750022072108
,Almas tantes,Marinetas bietes,Marinated beets,275g,12.00,,4751001630067
,,KAPOSTI,SAUERKRAUT,"Weight, KG","Price, DKK",,Ean CODE
,Dimdinkaposti,Štoveti kaposti,Stewed sauerkraut,500g,15.00,,4751001620624
,Dimdini,BIO skabeti kaposti ar burkaniem,,900g,35.00,,4751001621508
,Dimdini,SPICIE skabeti kaposti ar burkaniem,,850g,20.00,,4751001620662
,Dimdini,SMAILIE svaigi kaposti ar burkaniem marinade,,1kg,22.00,,4751001620525
,Ensat,Jūras kaposti,Sea cabbage,200g,12.00,,4751000360200
,,IEBAZINATS PIENAS,CONDENSED MILK ,"Weight, KG","Price, DKK",,Ean CODE
,EXPORT,Iebezinats piena produkts ar cukru,Condensed milk,,17.00,,
,COFFEE/ TEA,,,,,,
,,KAFIJAS,COFFEE,"Weight, KG","Price, DKK",,Ean CODE
,INDIAN INSTANT,Šķīstoša Indijas kafija,Soluble Indian coffee,90g,25.00,,8901030083273
,,TEJA,TEA,"Weight, KG","Price, DKK",,Ean CODE
,Zelta Zilonis Možums,Zalu teja KUMELITES,Herbal tea CAMOMILE,20g,10.00,,4750536000826
,Zelta Zilonis Možums,Ziedu teja KARKADE,Flower tea KARKADE,35g,10.00,,4750536000840
,Zelta Zilonis Možums,Auglu teja MEŽROZITES,Fruit tea ROSEHIPS,35g,12.00,,4750536000833
,Zelta Zilonis Možums,Zalu teja LIEPZIEDU,Herbal tea LINDEN BLOSSOM,30g,12.00,,4750536001496
,Zelta Zilonis Možums,Piparmetru zala teja,Peppermint green tea,30g,10.00,,4750536001700
,MAJSKIJ,Tēja Čornij Brilliant (25x2g),Tea Čornij Brilliant (25x2g),50g,20.00,,
,MAJSKIJ,Tēja Korolevskoje Safari,Tea Korolevskoje Safari,100g,28.00,,
,MAJSKIJ,Tēja Korolevskoje Safari (25x2g),Tea Korolevskoje Safari (25x2g),50g,20.00,,4607051150348
,MAJSKIJ,Tēja Otbornij (100x2g),Tea Otbornij,200g,,,
,MAJSKIJ,Tēja Otbornij,Tea Otbornij (100x2g),100g,28.00,,4607051151321
,MAJSKIJ,Tēja Otbornij Ceilon (25x2g),Tea Otbornij Ceilon (25x2g),50g,20.00,,4607051151345
,JAM/ HONEY,,,,,,
,,JAM,JAM,"Weight, KG","Price, DKK",,Ean CODE
,SPILVA,Biezenis ābolu ar saldo krējumu,Apple puree with whipped cream,500g,?,,4750022140326
,SPILVA,Mežrozīšu ievārījums,Rosehip jam,400g,35.00,,4750022119384
NEW PRODUCT,PURE,Brūklenu ievarijums,Cranberry jam,410g,35.00,,4750145022387
NEW PRODUCT,PURE,Mellenu ievarijums,Blueberry jam,410g,35.00,,4750145022486
,,MEDUS,HONEY,"Weight, KG","Price, DKK",,Ean CODE
,VINNIS,Griķu ziedu medus,Buckwheat blossom honey,300g,35.00,,4750241111725
,VINNIS,Dazadu ziedu medus,Different flowers' honey,500g,50.00,,4750241111237
,NON ALCOCHOL DRINKS,,,,,,
,,SULA/ NEKTARS/ DZERIENS/ MORSS,JUICE/ NECTARS/ DRINKS/ CHOKEBERRY,"Capacity, l","Price, DKK",,Ean CODE
,ALMAS TANTE,Ābolu sula,Apple juice,3L,40.00,,4751001630128
,ALMAS TANTE,Ābolu-ķiršu nektārs,Apple- cherry nectar,3L,50.00,,4751001630364
,ALMAS TANTE,Ābolu-zemenu nektārs,Apple- strawberry nectra,3L,50.00,,4751001630340
,ALMAS TANTE,Tomātu sula,Tomato juice,3L,35.00,,4751001630111
,PURE,Plumju nektars,Plum nectar,3L,45.00,,4750145016232
,GRANDA,Granātābolu sula,Pomegranate juice,1L,35.00,,
,GUTTA,Plūmju nektārs,Plum nectar,1L,15.00,,4750009736511
,GUTTA,Baltijas upenes (min25%),Baltic black currant,1L,15.00,,4750009941892
,GUTTA,Apelsinu sula (100%),Orange juice,1L,15.00,,4750009711518
,GUTTA,Citronu nektars,Lemon juice,1L,15.00,,4750009752511
,GUTTA,Kiršu dzeriens,Cherry drink,1L,15.00,,4750009798502
,GUTTA,Dzervenu dzeriens,Cranberry drink,1L,15.00,,4750009786509
,GUTTA,Miltiauglu nektars,Multifruit nectar,1L,15.00,,4750009742512
,GUTTA,Tomatu sula,Tomato juice,1L,15.00,,4750009761513
,GUTTA,Granātābolu dzeriens,Pomegranate drink,1L,15.00,,4750009788503
,GUTTA,LOTTE vinogu-zemenu nektars,LOTTE grape-strawberry nectar,200ml,7.00,,4750009941939
,GUTTA,LOTTE abolu-bumbieru nektars,LOTTE apple-pear nectar,200ml,7.00,,4750009941687
,GUTTA,LOTTE miltiauglu nektars,LOTTE multifruit nectar,200ml,7.00,,4750009941670
,GUTTA,Negazets dzeriens ar tejas ekstraktu un avenu garšu “Ice Tea”,"Soft drinks with the tea extract and raspberry flavor ""Ice Tea""","1,5L",20.00,,4750009942004
,GUTTA,Negazets dzeriens ar tejas ekstraktu un citronu garšu “Ice Tea”,"Soft drinks with the tea extract and lemon flavor ""Ice Tea""","1,5L",20.00,,4750009573543
,GUTTA,Dažadu ogu dzeriens “Ogu kokteilis” GUTTA MAX,Mixed berry drink “Berry coctail” GUTTA MAX,2 L,24.00,,4750009942653
,GUTTA,Abolu nektars GUTTA MAX,Apple nectar GUTTA MAX,2 L,24.00,,4750009312968
,GUTTA,Sarkano vinogu nektars “Romiešu vinogas”,Red grape nectar “Roman grape”,2 L,24.00,,4750009941908
,GUTTA,Apelsinu- mango nektars GUTTA MAX,Orange – mango nectar GUTTA MAX,2 L,24.00,,4750009942844
,GUTTA,Dzervenu dzeriens GUTTA MAX,Cranberry drink GUTTA MAX,2 L,24.00,,4750009386976
,GUTTA,Dzeriens ar abolu-piparmetru garšu GUTTA FRESH,Soft drink with apple-peppermint taste GUTTA FRESH,2 L,?,,4750009942202
,GUTTA,Upenu- janogu dzeriens GUTTA FRESH,Black and red currant drink GUTTA FRESH,2 L,?,,4750009942882
,GUTTA,Mandarinu dzeriens ar citronu-laima garšu GUTTA FRESH,Mandarin drink with lemon-lime taste GUTTA FRESH,2 L,?,,4750009942196
,GUTTA,"ZIEMAS KARSTAIS kiršu, dzervenu, aroniju dzeriens","WINTER HOT cherries, cranberries, chokeberry drink",1L,22.00,,4750009943469
,GUTTA,KARSTAIS upenu-sarkano vinogu dzeriens,HOT black currant-red grape drink,1L,22.00,,4750009711266
,Cido Group,Tomatu sula no koncentretas sulas Cido Selection,Tomatoe juice Cido Selection,1 L,16.00,,4750042300878
,Cido Group,Sarkanie apelsini sula Cido Selection,Red orange juice Cido Selection,1 L,16.00,,4750042303619
,Cido Group,Granatabolu nektars ražots no koncentretas sulas,Pomegranate nectar Cido Selection,1 L,16.00,,4750042303336
,Cido Group,Mango nektars ražots no koncentreta biezena Cido Selection,Mango nectar Cido Selection,1 L,16.00,,4750042303411
,Cido Group,Ananass- kokoss sula Cido Selection,Ananas- coconut juice Cido Selection,1 L,16.00,,4750042303312
,Cido Group,Citrons- laims sula Cido,Lemon- lime juice Cido,1 L,16.00,,4750042303053
,Cido Group,Bananu nektars no biezena Cido,Banana nectar Cido,1 L,16.00,,4750042302698
,Cido Group,Darzenu sula no koncentretam salam Cido,Vegetable juice Cido,1 L,16.00,,4750042804338
,Cido Group,Tomatu sula no koncentretas sulas Cido,Tomatoe juice Cido,1 L,16.00,,4750042804222
,Cido Group,Apelsinu sula no koncentretas sulas Cido,Orange juice Cido,1 L,16.00,,4750042804208
,Cido Group,Multiauglu mix sula Cido,Multifruit juice Cido,1 L,16.00,,4750042300557
,SADAČOK,Morss dzērveņu-ābolu ,Apple-cranberry chokeberry,950ml,16.00,,4823063110051
,,MINERALUDENS,MINERAL WATER (pant price is NOT included),"Capacity, l","Price, DKK",PANT,Ean CODE
,BORJOMI,Minerālūdens gāzēts Pet,Sparkling mineral water,1L,19.00,3.00,4860019001360
,ESSENTUKY,Nr.17 gāzēts dzēriens ar dab.sāļu saturu,No.17 carbonated drink,1L,12.00,3.00,4640001853364
,ESSENTUKY,Nr.4 gāzēts dzēriens ar dab.sāļu saturu,No.4 carbonated drink,1L,13.00,3.00,4607160011547
,,KVASS ,KVAS (pant price is NOT included),"Capacity, l","Price, DKK",PANT,Ean CODE
,BORODINSKIJ,Kvasa dzēriens,Kvas drink,3L,32.00,3.00,4750099523404
,GUTTA,Rigas kvass,Rigas kvas,"0,5L",11.50,1.50,4750009942424
,GUTTA,Rigas kvasa dzeriens,,,17.00,3.00,4750009913455
,CIDO grupa,"Kvass ""Livu"" (nefiltrets)",Livu kvas,1.5L,17.00,3.00,4750132002101
,CIDO grupa,Senču kvasam,,"1,5L",17.00,3.00,4750042201441
,IĻĢUCIEMS,Dzēriens Veselība,Health drink,"1,5L",17.00,3.00,
,IĻĢUCIEMS,Kvass,Kvas,500ml,11.50,1.50,4750239577717
,IĻĢUCIEMS,Kvass Iļģuciems,Kvas,"1,5L",17.00,3.00,4750239577724
,ULMAŅLAIKU,Kvass,Kvas,"1,5L",17.00,3.00,4750142105137
,ULMAŅLAIKU KVASS,Kvass,Kvas,568ml,11.50,1.50,4750142105281
,,LIMONADE,LIMONADE (pant price is NOT included),"Capacity, l","Price, DKK",PANT,Ean CODE
,GUTTA,Klasiska limonade,Classic limonade,"1,5L",13.00,3.00,4750009942929
,GUTTA,Bumbieru limonade,Pear limonade,"1,5L",13.00,3.00,4750009942936
,ČERNOGALOVKA,Limonāde gāzēta Baykal,Carbonated limonade “Baykal”,1L,17.00,3.00,4602441000067
,ČERNOGALOVKA,Limonāde gāzēta Dueshes,Carbonated limonade “Dueshes”,1L,17.00,3.00,4602441000609
,ČERNOGALOVKA,Limonāde gāzēta Tarhun,Carbonated limonade “Tarhun”,1L,17.00,3.00,4602441000081
,ČERNOGALOVKA,Limonāde gāzēta Buratino,Carbonated limonade “Buratino”,1L,17.00,3.00,
,ČERNOGALOVKA,Limonāde gāzēta Krjušon,Carbonated limonade “Krjušon”,1L,17.00,3.00,4602441011339
,,SPARKLING DRINKS (NON ALCOHOL),SPARKLING DRINKS (NON ALCOHOL),"Capacity, l","Price, DKK",,Ean CODE
,DŽUNGĻI,Dzirkstošais dzēriens ar Cidoniju un ābolu garšu,Sparkling with quince and apple flavor,750ml,35.00,,4750108005419
,DŽUNGĻI,Dzirkstošais dzēriens ar zemeņu garšu,Sparkling drink with strawberry flavor,750ml,35.00,,4750108005167
,DŽUNGĻI,Dzirkstošais dzēriens ar mango-persiku garšu,Sparkling drink with mango-peach flavor,750ml,35.00,,4750108005143
,RĪGAS ŠAMPANIETIS,DZIRKSTOŠAIS BEZALKOHOLISKAIS,Sparkling soft drink,750ml,44.00,,4750012498857
,,KOMPOTS,COMPOTE,"Weight, KG","Price, DKK",,Ean CODE
,ZELTA SAULE,"Kompots, ķiršu",Compote cherry,900g,30.00,,
,ZELTA SAULE,"Kompots, plūmju",Compote plum,900g,25.00,,4750259015442
,ZELTA SAULE,"Kompots, zemenu",Compote strawberry,900g,25.00,,4750259015428
,ALCOCHOL DRINKS,,,,,,
,,ALUS,BEER (pant price is NOT included),"Weight, KG","Price, DKK",PANT,Ean CODE
,Aldaris,"Alus LUKSUS 5,2% alk.","Beer LUKSUS 5,2% alc",500ml,12.00,1.00,47500358
,Aldaris,"Alus LUKSUS 5,2% alk.","Beer LUKSUS 5,2% alc",568ml,12.00,1.00,4750049000573
,Aldaris,"Alus LUKSUS 5,2% alk. (nefiltretais)","Beer LUKSUS 5,2% alc (unfiltered)",500ml,12.00,1.00,4750049215342
,Aldaris,"Alus LUKSUS 5,2% alk. (nefiltretais)","Beer LUKSUS 5,2% alc (unfiltered)",568ml,12.00,1.00,4750049000580
,Aldaris,"Alus 1865 4,8% alk.","Beer 1865 4,8% alc",500ml,12.00,1.00,4750049000726
,Aldaris,Alus GAIŠAIS 5% alk ,Beer GAIŠAIS 5% alc,500ml,12.00,1.00,4750049052015
,Aldaris,Alus GAIŠAIS 5% alk ,Beer GAIŠAIS 5% alc,568ml,12.00,1.00,4750049005684
,Aldaris,"Alus ZELTA Light 4,2% alk","Beer ZELTA Light 4,2% alc",500ml,12.00,1.00,4750049004113
,Aldaris,"Alus ZELTA Light 4,2% alk","Beer ZELTA Light 4,2% alc",500ml,12.00,1.00,4750049104110
,Aldaris,"Alus ZELTA Premium 5,2% alk","Beer ZELTA Premium 5,2% alc",568ml,12.00,1.00,4750049122183
,Aldaris,"Alus ZELTA Premium 5,2% alk","Beer ZELTA Premium 5,2% alc",500ml,12.00,1.00,4750049050004
,Aldaris,"Alus APINITIS 5,3% alk",Beer APINITIS,568ml,12.00,1.00,4750049675559
,Aldaris,RADLER. Alus ar greipfrutu sulu 2% alk,RADLER. Beer with greipfruit juice 2% alc,500ml,12.00,1.00,4770349225667
,Aldaris,"MEŽPILS tumšais alus 5,7% alk","MEŽPILS dark beer 5,7% alc",500ml,15.00,1.00,4750049810097
,Aldaris,"Alus PORTERIS 24 menešus noturets, 6,8% alk","Beer Latvian PORTER aged for 24 month, 6,8% alc",500ml,29.00,1.00,4750049354652
,Brick by Brick,"Alus EEL LEGS (unfiltered lager) 5,3% alk","Beer EEL LEGS (unfiltered lager) 4,5% alc",330ml,11.00,1.00,4770349226596
,Brick by Brick,"Alus RUNNING DUNE (witbier) 4,5% alk","Beer RUNNING DUNE (whit4e beer) 4,5% alc",330ml,11.00,1.00,4770349226589
,Brick by Brick,"Alus BONUN'S MOUSTACHE (american style ipa) 6,0% alk","Beer BONUN'S MOUSTACHE (american style ipa) 6,0% alc",330ml,11.00,1.00,4770349226800
