ALCOHOL DRINKS,,,,,,
Boromir,Prajitura Magura cu Cacao,Magura – Cake with Cocoa,40.5 g,5,5941047828897,Type
Boromir,Prajitura Magura cu Lapte,Magura - Cake with milk cream,40.5 g,5,5941047828873,Type
Boromir,Cozonac cacao si rahat,Cake – cocoa and Turkish delight,400 g,35,5941300000022,Type
Boromir,Cozonac nuca,Cake with walnut taste,400 g,35,5941300000749,Type
Boromir,Cozonac cu crema de lapte - frisca,Cake with whipped cream,450 g,35,5941300006406,Type
Boromir,Cornulete cu rahat,Pastries with Turkish delight,300 g,16,5941300004266,Type
Boromir,Cornulete cu umplutura de mere,Pastries with apple stuffing,300 g,16,5941300003283,Type
Boromir,Cornulete cu umplutura de caise,Pastries with apricot stuffing,300 g,16,5941300005089,Type
Boromir,Cornulete cu umplutura de prune,Pastries with plum stuffing,300 g,16,5941300003108,Type
Accasa,Cozonac nuca,Cake – walnuts,400 g,30,5941300000749,Type
Accasa,Cozonac cu crema caramel si ciocolata,Cake - caramel cream and chocolate,450 g,36,5941300007106,Type
Accasa,Cozonac nuca si stafide,Cake – walnuts and raisins,400 g,30,5941300001142,Type
Accasa,Prajitura cu aroma de caramel,Caramel bianco - caramel flavoured cake,300 g,25,5941850164816,Type
Accasa,Prajitura cu aroma fina de lamaie,Lemon taste fine cake,300 g,25,5941850163093,Type
Accasa,Prajitura asortata,Assorted cakes,300 g,25,,Type
Accasa,Prajitura Ambasador cu crema de caise,Ambasador cake - cake with apricot paste,300 g,25,5941850163109,Type
Accasa,Prajitura Domino,Domino cake,300 g,25,5941850163246,Type
Accasa,Tiramisu - Prajitura cu cafea instant,Tiramisu - cake with instant coffee,300 g,25,5941850163048,Type
Accasa,Butoiase - rulouri cu aroma de vanilie,Barrels - vanilla flavoured pastry rolls,300 g,25,5941850164694,Type
Accasa,Rulade asortate,Assorted pastry rolls,300 g,25,5941850164694,Type
Accasa,Puff - rulouri cu crema de vanilie,Puff pastry roll with vanilla taste cream,350 g,29,5941850163024,Type
Accasa,Puff - rulouri cu crema de frisca,Puff pastry roll with whipped cream taste cream,350 g,20,5941850164908,Type
Accasa,Puff - rulouri cu crema de cacao,Puff pastry roll with cocoa cream,350 g,29,5941850163017,Type
Accasa,Paleu cu crema fondant,Paleu fondant cream,300 g,25,5941850164311,Type
Dr. Fursec,Fursecuri cu stafide si aroma de unt,Shortbread cookies with raisins and butter taste,350 g,29,5941850164281,Type
Dobrogea grup,Salam de biscuiti – rahat si stafide,Biscuits salami – Turkish delight and raisins,80 g,8,5941850164397,Type
Dobrogea grup,Salam de biscuiti – rahat si stafide,Biscuits salami – Turkish delight and raisins,300 g,25,5941850164359,Type
Dobrogea grup,Amandina,Amandina,300 g,25,6422064009142,Type
Mondelez,Eugenia – lapte si vanilie,Eugenia – milk and vanilla,36 g,4,5941006101641,Type
Mondelez,Eugenia – aroma de lamaie,Eugenia – with lemon taste,36 g,4,5941006101658,Type
Mondelez,Eugenia – crema de cacao,Eugenia – cocoa cream,36 g,4,5941006101566,Type
Mondelez,Eugenia dark - cu crema de cacao,Eugenia dark - with cocoa cream,36g,4,5941006102495,Type
Mondelez,Eugenia junior - cu lapte si miere,Eugenia junior - with milk cream,36g,4,5941006102471,Type
Kandia Dulce,Barni – chocolate filing,Barni – chocolate filing,30 g,5,5906747314118,Type
Kandia Dulce,Barni – Milk filling,Barni – Milk filling,30 g,5,5906747318345,Type
Adunarea Destinelor,Fursecuri si prajituri de casa,Biscuits with cocoa cream,250 g,20,5941900000088,Type
Adunarea Destinelor,Fursecuri si prajituri de casa,Assorted cookies tender,300 g,35,5941900000507,Type
Adunarea Destinelor,Fursecuri si prajituri de casa,"Cookies ""Spritati"" lemon",360 g,35,5941900000446,Type
,HALVA,HALVA,WEIGHT,"PRICE,DKK",BARCODE,Type
Feleacul,Halva din floarea soarelui,Sunflower halva,400 g,29,5941164002163,Type
,RAHAT,TURKISH DELIGHT,WEIGHT,"PRICE, DKK",BARCODE,Type
Feleacul,Rahat cu cacao pudrat cu nuca de cocos,Turkish delight with cocoa and coconut shrims,250 g,19,5941446006711,Type
,TURTA DULCE,GINGERBREAD,WEIGHT,"PRICE, DKK",BARCODE,Type
Boromir,Turta Dulce cu miere,Gingerbread with honey,200 g,12,5941446003895,Type
Boromir,Turta Dulce glazurata cu cacao,Glazed gingerbread with cocoa,200 g,12,5941446003925,Type
Boromir,Turta Dulce cu gem,Gingerbread with jam,200 g,12,5941446003864,Type
,CIOCOLATA,CHOCOLATE,WEIGHT,"PRICE, DKK",BARCODE,Type
Mondelez,Rom,Rom,30 g,5,5941047823892,Type
Mondelez,Fagaras – visine si rom,Fagaras - sour cherry and rum,27 g,5,5941047826374,Type
Mondelez,Fagaras – stafide si rom,Fagaras – raisins and rum,30 g,5,5941047800336,Type
Mondelez,Laura - crema visine,Laura - sour cream,95 g,12,5941047821263,Type
Mondelez,Laura - crema zmeura,Laura - raspberry cream,95 g,12,5941047821287,Type
Mondelez,Laura - crema coniac,Laura - brandy cream,95 g,12,5941047821201,Type
Mondelez,Africana cu lapte,Africana - milk,90 g,12,7622300730987,Type
Mondelez,Africana cu stafide si arahide,Africana – raisins and peanuts,90 g,12,7622300730963,Type
Mondelez,Poiana – aerata lapte,Poiana - chocolate milk with air bubbles,90 g,15,7622300255398,Type
Mondelez,Poiana cu lapte,Poiana -milk,90 g,15,7622300683016,Type
Best Foods,Poiana cu alune,Poiana - hazelnuts,90 g,15,7622300683023,Type
Best Foods,Poiana cu crema visine,Poiana - sour cream,90 g,15,,Type
SNACKS,,,,,,Type
,CHIPSURI,CHIPS,WEIGHT,"PRICE, DKK",BARCODE,Type
Inter Snack,Bestini alune,Bestini peanuts,25 g,6,3800024310263,Type
Inter Snack,Bestini branza,Bestini cheese,25 g,6,3800024310256,Type
Inter Snack,Bestini bacon snacks,Bestini bacon snacks,80 g,10,3800024310033,Type
Inter Snack,Lotto pizza,Lotto pizza,75 g,10,3800024311123,Type
Inter Snack,Lotto mega pops cheese,Lotto mega pops cheese,78 g,10,3800024310614,Type
Chitulescu Prod,Lotto peanuts,Lotto peanuts,90 g,10,3800024311130,Type
Chitulescu Prod,Lotto mega nuts,Lotto mega nuts,60 g,10,3800024310515,Type
Phoenixy,Chio chips salted,Chio chips salted,140 g,18,,Type
,PUFULETI,CORN SNACKS,WEIGHT,"PRICE, DKK",BARCODE,Type
Dorivi Prod Com,Gusto - pufuleti,Corn snacks,45 g,5,6420211000332,Type
Olympus,Gusto – pufuleti MegaSurprise,Gusto – corn snacks – MegaSurprise,60 g,12,642021100349,Type
Phoenix,Gusto - snacksuri din malai extrudat cu cacao,Gusto - extruded corn snacks with cocoa coating,50 g,7,5941868200063,Type
,CEREALE EXPANDATE,SWEET CEREALS,WEIGHT,"PRICE, DKK",BARCODE,Type
Dorivi Prod Com,Bobita - cereale expandate,Bobita - swelled cereals,25 g,4,,Type
Dorivi Prod Com,Bobita - cereale expandate,Bobita - swelled cereals,100 g,12,,Type
Olympus,Cereale cu arome de fructe,Cereals with fruits aroma,75 g,12,6421846000278,Type
,COVRIGEI,BAGELS,WEIGHT,"PRICE, DKK",BARCODE,Type
Cornelius,Covrigei vanilati,Vanilla bagels,250 g,15,6422558000082,Type
Cornelius,Covrigi cu sare si mac,Bagels with salt and poppy,250 g,15,6424558000037,Type
Djili-Soy,Covrigi cu chimens si sare,Bagels with salt and caraway,250 g,15,6422558000297,Type
Djili-Soy,Covrigi cu sare si mac,Bagels with salt and poppy,250 g,15,6424944000225,Type
Djili-Soy,Covrigi cu susan,Bagels with sesame,250 g,15,6424944000232,Type
,SEMINTE DE FLOAREA SOARELUI,SUNFLOWER SEEDS,WEIGHT,"PRICE, DKK",BARCODE,Type
Doma,Djili-soy - seminte de floarea soarelui,Djili-soy - Sunflower seeds with salt,100 g,10,3800118900608,Type
Phoenixy,"Seminte de floarea soarelui prajite, fara sare",Djili-soy - Sunflower seeds without salt,250 g,15,3800118907478,Type
Phoenixy,Djili-soy - seminte de floarea soarelui,Djili-soy - Sunflower seeds without salt,100 g,10,3800118900554,Type
MILK PRODUCTS,,,,,,Type
,BRANZETURI,CHEESE,WEIGHT,"PRICE, DKK",BARCODE,Type
Olympus,Telemea oaie,Sheep cottage cheese,200 g,25,5202178062315,Type
Olympus,Telemea vaca,Cow cottage cheese,200 g,22,5202178062124,Type
Lactate Bradet,Cascaval Dalia,Dalia cheese,325 g,35,5941730000531,Type
Lactate Bradet,Cascaval Afumat,Smoked cheese,325 g,40,5941730000623,Type
Lactate Bradet,Cascaval clasic,Classic cheese,600 g,65,,Type
Josi - Logistic,Rucar Cascaval,Rucar cheese,200g,29,,Type
Bueno Lact,Vidraru Cascaval afumat,Smoked cheese Vidraru,200g,29,,Type
Bueno Lact,Dalia Cascaval,Dalia yellow cheese,440g,37,,Type
Hochland,Cascaval classic,Classic yellow cheese,200g,29,5941238006158,Type
Hochland,Cascaval classic,Classic yellow cheese,400g,50,5941238006172,Type
Hochland,Cascaval classic,Classic yellow cheese,450g,45,5941238005113,Type
Hochland,Cascaval afumat,Smoked yellow cheese,450g,45,5941238005120,Type
,Branza burduf,Bellows cheese,1000 g,85,,Type
,SANA,MILK DRINKS,WEIGHT,"PRICE, DKK",BARCODE,Type
Cris-Tim,"""Mugura"" sana 3,6% grasime","""Mugura"" sana 3,6% fat",500 ml,12,5941265015864,Type
Cris-Tim,"""Mugura"" sana 2% grasime","""Mugura"" sana 2% fat",500 ml,12,5941265015260,Type
Josi,"Sana, 3,6% grasime","Sana, 3,6% fat",330 ml,10,6425818000013,Type
Josi,"Sana, 2% grasime","Sana, 2% fat",330 ml,10,6424143000705,Type
,SPRAY CREAM,SPRAY CREAM,WEIGHT,"PRICE, DKK",BARCODE,Type
,Sahnezauber spray cream 21%,Sahnezauber spray cream 21%,250 ml,22,,Type
Nordic Import Export,"""Hulala"" l'accento sulla bonta fara grasimi hidrogenate",Whipped cream,200 ml,12,8007990406982,Type
,SMATANA,SOUR CREAM,WEIGHT,"PRICE, DKK",BARCODE,Type
,Mugura – Smantana (12%),Mugura – Sour cream (12%),200 g,10,5941265015314,Type
FISH PRODUCTS,,,,,,Type
,SALADS PESTE,FISH SALADS,WEIGHT,"PRICE, DKK",BARCODE,Type
,Salata cu icre hering si peste afumat,Salad with herring roe and smoked fish,170 g,20,,Type
,Salata cu icre hering si masline,Salad with herring roe and olives,170 g,20,,Type
Salmaris,Salata cu icre hering si ceapa,Salad with herring roe and onion,170 g,20,,Type
,Salata cu icre crap si ceapa,Saladwith carp roe and onion,170 g,20,,Type
,SALATA CU ICRE,CAVIAR SALADS,WEIGHT,"PRICE, DKK",BARCODE,Type
,Salata cu icre,Caviar salad,140 g,15,,Type
Salmaris,Salata cu icre crap,Carp caviar salad,70 g,7,5941880902051,Type
Salmaris,Salata cu icre crap,Carp caviar salad,150 g,15,5941880902068,Type
Salmaris,Salata cu icre hering,Hering caviar salad,70 g,7,5941880902075,Type
Salmaris,Salata cu icre hering,Hering caviar salad,150 g,15,5941880902082,Type
,NERING,HERING,WEIGHT,"PRICE, DKK",BARCODE,Type
,Hering marinat cu legume,Marinated hering with vegetables,315 g,20,6420169002358,Type
